ai_run_id,document_id,case_id,task,detected_format,sample_variant,document_role,provider_requested,provider_used,fallback_used,fallback_reason,status,error_stage,error_code,confidence_score,intake_status,missing_count,conflict_count,processing_ms,latency_is_simulated,retry_of_run_id,bug_replay,started_at
365,154,109,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.65,Missing Information,1,0,4038.1,1,,,2026-03-19T11:25:52
366,154,109,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,404.1,1,,,2026-03-19T11:25:52
367,154,109,summarisation,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-19T11:37:40
368,155,110,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,721.9,1,,,2026-03-19T13:13:42
369,155,110,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,200.7,1,,,2026-03-19T13:13:42
370,156,111,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,728.1,1,,,2026-03-19T17:03:06
371,156,111,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,197.8,1,,,2026-03-19T17:03:06
372,156,111,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-19T17:32:57
373,157,112,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,Needs Review,0,1,677.7,1,,,2026-03-20T09:09:07
374,157,112,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,263.7,1,,,2026-03-20T09:09:07
375,158,100,extraction,docx,clean,supporting,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,571.3,1,,,2026-03-21T15:13:56
376,158,100,category_suggestion,docx,clean,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,390.7,1,,,2026-03-21T15:13:56
377,159,113,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.898,Complete,0,0,4021.9,1,,,2026-03-23T12:33:21
378,159,113,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,270.5,1,,,2026-03-23T12:33:21
379,159,113,summarisation,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-23T13:44:44
380,160,114,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.898,Missing Information,1,0,817.4,1,,,2026-03-25T16:11:23
381,160,114,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,380.8,1,,,2026-03-25T16:11:23
382,161,115,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,705.8,1,,,2026-03-25T16:14:10
383,161,115,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,319.9,1,,,2026-03-25T16:14:10
384,162,116,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1854.9,1,,,2026-03-25T16:48:09
385,162,116,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,268.1,1,,,2026-03-25T16:48:09
386,163,117,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.897,Complete,0,0,2202.6,1,,,2026-03-26T14:50:57
387,163,117,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,245.9,1,,,2026-03-26T14:50:57
388,164,118,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.941,Complete,0,0,1005.2,1,,,2026-03-26T17:32:05
389,164,118,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.89,,,,319.0,1,,,2026-03-26T17:32:05
390,164,118,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-26T18:52:33
391,165,110,extraction,jpg,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.82,Complete,0,0,2850.9,1,,,2026-03-27T13:23:56
392,165,110,category_suggestion,jpg,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,308.8,1,,,2026-03-27T13:23:56
393,166,113,extraction,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.79,Missing Information,1,0,1544.8,1,,,2026-03-27T13:57:44
394,166,113,category_suggestion,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,261.9,1,,,2026-03-27T13:57:44
395,167,119,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,824.9,1,,,2026-03-27T14:42:50
396,167,119,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,291.2,1,,,2026-03-27T14:42:50
397,167,119,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-27T15:30:49
398,168,120,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.768,Missing Information,1,0,1897.9,1,,,2026-03-27T17:14:18
399,168,120,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,335.3,1,,,2026-03-27T17:14:18
400,168,120,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-27T17:32:32
401,170,108,extraction,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.912,Complete,0,0,2904.4,1,,,2026-03-28T17:43:42
402,170,108,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,205.7,1,,,2026-03-28T17:43:42
403,171,121,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,2853.6,1,,,2026-03-30T15:09:05
404,171,121,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,400.9,1,,,2026-03-30T15:09:05
405,171,121,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-30T16:09:14
406,172,122,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.735,Missing Information,2,0,4219.4,1,,,2026-03-31T13:06:09
407,172,122,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,376.3,1,,,2026-03-31T13:06:09
408,172,122,summarisation,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-31T14:04:31
409,173,123,extraction,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,Needs Review,0,1,903.9,1,,,2026-03-31T15:56:15
410,173,123,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,388.9,1,,,2026-03-31T15:56:15
411,173,123,summarisation,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-31T16:32:35
412,174,124,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,567.7,1,,,2026-04-01T09:20:51
413,174,124,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,196.6,1,,,2026-04-01T09:20:51
414,175,,extraction,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,2452.6,1,,,2026-04-01T09:27:01
415,175,,category_suggestion,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,308.7,1,,,2026-04-01T09:27:01
416,174,124,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-01T10:03:08
417,176,125,extraction,pdf,clean,primary,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.861,Complete,0,0,1980.5,1,,,2026-04-01T14:47:49
418,176,125,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,223.3,1,,,2026-04-01T14:47:49
419,176,125,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-01T16:28:11
420,177,126,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1406.6,1,,,2026-04-01T16:34:19
421,177,126,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,284.6,1,,,2026-04-01T16:34:19
422,177,126,summarisation,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-01T17:39:05
423,178,127,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,806.2,1,,,2026-04-01T17:48:41
424,178,127,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,230.9,1,,,2026-04-01T17:48:41
425,178,127,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-01T18:38:11
426,179,128,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.664,Missing Information,1,0,2119.2,1,,,2026-04-02T08:07:23
427,179,128,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,184.0,1,,,2026-04-02T08:07:23
428,179,128,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-02T09:16:41
429,179,128,assistant,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-02T10:59:41
430,179,128,assistant,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-02T11:25:41
431,180,129,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,815.3,1,,,2026-04-02T13:11:15
432,180,129,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,264.3,1,,,2026-04-02T13:11:15
433,180,129,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-02T13:36:43
434,181,130,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.898,Missing Information,1,0,698.6,1,,,2026-04-03T12:08:50
435,181,130,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,208.3,1,,,2026-04-03T12:08:50
436,182,131,extraction,pdf,clean,primary,mock-primary,mock-fallback,1,PROVIDER_ERROR,success,,,0.856,Complete,0,0,1275.3,1,,,2026-04-03T13:41:43
437,182,131,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,206.3,1,,,2026-04-03T13:41:43
438,183,,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,801.5,1,,,2026-04-03T13:43:08
439,183,,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,275.8,1,,,2026-04-03T13:43:08
440,182,131,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-03T14:40:36
441,184,132,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,1785.0,1,,,2026-04-03T15:26:54
442,184,132,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,201.6,1,,,2026-04-03T15:26:54
443,185,129,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,1144.3,1,,,2026-04-04T15:25:43
444,185,129,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,304.4,1,,,2026-04-04T15:25:43
445,186,131,extraction,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,2457.2,1,,,2026-04-04T16:46:36
446,186,131,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.9,,,,321.2,1,,,2026-04-04T16:46:36
447,187,115,extraction,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.818,Complete,0,0,1986.2,1,,,2026-04-05T16:38:34
448,187,115,category_suggestion,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,385.0,1,,,2026-04-05T16:38:34
449,188,133,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.948,Missing Information,1,0,760.6,1,,,2026-04-06T10:32:58
450,188,133,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,190.3,1,,,2026-04-06T10:32:58
451,188,133,assistant,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-06T12:21:52
452,188,133,assistant,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.6,0,,,2026-04-06T14:29:52
453,189,122,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,763.1,1,,,2026-04-06T15:27:31
454,189,122,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,250.4,1,,,2026-04-06T15:27:31
455,190,134,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.937,Complete,0,0,914.0,1,,,2026-04-06T16:15:17
456,190,134,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.85,,,,266.6,1,,,2026-04-06T16:15:17
457,191,135,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1774.3,1,,,2026-04-07T08:22:30
458,191,135,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,222.6,1,,,2026-04-07T08:22:30
459,191,135,assistant,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-07T09:10:05
460,191,135,summarisation,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-07T09:25:05
461,192,136,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.84,Missing Information,1,0,2277.9,1,,,2026-04-07T09:40:32
462,192,136,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,216.9,1,,,2026-04-07T09:40:32
463,193,137,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,790.3,1,,,2026-04-07T10:22:12
464,193,137,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,238.5,1,,,2026-04-07T10:22:12
465,194,138,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,1023.1,1,,,2026-04-07T11:06:08
466,194,138,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,361.8,1,,,2026-04-07T11:06:08
467,194,138,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-07T11:34:24
468,191,135,assistant,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-07T11:36:05
469,193,137,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-07T13:59:01
470,195,139,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,740.8,1,,,2026-04-07T15:56:46
471,195,139,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,333.8,1,,,2026-04-07T15:56:46
472,196,,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1585.5,1,,,2026-04-07T16:58:05
473,196,,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,231.4,1,,,2026-04-07T16:58:05
474,195,139,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-07T16:59:12
475,198,140,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,2639.1,1,,,2026-04-08T15:10:48
476,198,140,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,259.7,1,,,2026-04-08T15:10:48
477,198,140,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-08T15:59:29
478,199,141,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,580.8,1,,,2026-04-09T09:11:08
479,199,141,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,376.9,1,,,2026-04-09T09:11:08
480,199,141,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-09T11:04:21
481,200,142,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,742.5,1,,,2026-04-09T11:07:45
482,200,142,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,350.3,1,,,2026-04-09T11:07:45
483,200,142,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-09T11:38:24
484,201,143,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,998.2,1,,,2026-04-10T15:31:09
485,201,143,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,255.9,1,,,2026-04-10T15:31:09
486,201,143,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-10T16:24:02
487,201,143,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-10T19:44:02
488,202,140,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.939,Complete,0,0,721.0,1,,,2026-04-11T19:14:29
489,202,140,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.87,,,,284.7,1,,,2026-04-11T19:14:29
490,203,144,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,853.0,1,,,2026-04-13T12:46:14
491,203,144,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,244.5,1,,,2026-04-13T12:46:14
492,204,145,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,569.3,1,,,2026-04-14T10:03:00
493,204,145,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,339.3,1,,,2026-04-14T10:03:00
494,205,146,extraction,pdf,degraded,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.672,Missing Information,1,0,8340.9,1,,,2026-04-14T10:50:54
495,205,146,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,270.8,1,,,2026-04-14T10:50:54
496,204,145,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-14T11:48:55
497,206,147,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,862.9,1,,,2026-04-14T12:09:20
498,206,147,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,317.3,1,,,2026-04-14T12:09:20
499,205,146,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-14T12:39:55
500,206,147,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-14T12:57:35
501,206,147,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-14T14:06:35
502,207,141,extraction,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.76,Needs Review,0,0,2321.9,1,,,2026-04-15T09:41:21
503,207,141,category_suggestion,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.87,,,,286.5,1,,,2026-04-15T09:41:21
504,208,148,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,835.3,1,,,2026-04-15T13:58:12
505,208,148,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,187.1,1,,,2026-04-15T13:58:12
506,208,148,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-15T14:12:48
507,209,149,extraction,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,2652.2,1,,,2026-04-15T14:31:19
508,209,149,category_suggestion,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,256.8,1,,,2026-04-15T14:31:19
509,209,149,summarisation,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-15T14:41:11
510,210,150,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,560.2,1,,,2026-04-15T17:28:48
511,210,150,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,365.2,1,,,2026-04-15T17:28:48
512,210,150,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-15T20:27:40
513,210,150,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-15T20:36:40
514,211,151,extraction,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,2030.0,1,,,2026-04-16T09:17:05
515,211,151,category_suggestion,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,308.9,1,,,2026-04-16T09:17:05
516,212,152,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,683.1,1,,,2026-04-16T09:26:40
517,212,152,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,266.7,1,,,2026-04-16T09:26:40
518,212,152,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-16T10:44:25
519,212,152,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-16T13:23:25
520,213,,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,653.4,1,,,2026-04-17T09:27:08
521,213,,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,296.5,1,,,2026-04-17T09:27:08
522,214,153,extraction,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.757,Missing Information,1,0,1042.8,1,,,2026-04-21T17:32:30
523,214,153,category_suggestion,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,266.8,1,,,2026-04-21T17:32:30
524,215,154,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,1417.2,1,,,2026-04-23T08:22:13
525,215,154,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,376.8,1,,,2026-04-23T08:22:13
526,216,155,extraction,docx,clean,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.861,Complete,0,0,6683.3,1,,,2026-04-23T17:23:14
527,216,155,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,253.1,1,,,2026-04-23T17:23:14
528,217,156,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.842,Missing Information,1,0,546.6,1,,,2026-04-23T17:35:08
529,217,156,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,366.7,1,,,2026-04-23T17:35:08
530,218,157,extraction,png,clean,primary,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.848,Complete,0,0,3262.9,1,,,2026-04-23T17:58:06
531,218,157,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.83,,,,374.2,1,,,2026-04-23T17:58:06
532,217,156,summarisation,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-23T18:00:46
533,217,156,assistant,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-23T19:44:46
534,217,156,assistant,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-23T21:08:46
535,219,158,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.84,Complete,0,0,2009.8,1,,,2026-04-24T08:29:15
536,219,158,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,347.9,1,,,2026-04-24T08:29:15
537,219,158,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-24T09:15:36
538,220,159,extraction,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,Needs Review,0,1,1036.5,1,,,2026-04-24T14:37:58
539,220,159,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,343.5,1,,,2026-04-24T14:37:58
540,220,159,summarisation,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-24T15:44:52
541,221,160,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,833.3,1,,,2026-04-24T17:28:50
542,221,160,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,223.5,1,,,2026-04-24T17:28:50
543,221,160,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-24T19:11:40
544,222,161,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1045.7,1,,,2026-04-27T12:32:40
545,222,161,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,337.1,1,,,2026-04-27T12:32:40
546,223,162,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.84,Missing Information,2,0,4307.2,1,,,2026-04-27T17:08:40
547,223,162,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,204.5,1,,,2026-04-27T17:08:40
548,224,163,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.908,Complete,0,0,799.2,1,,,2026-04-28T08:06:57
549,224,163,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,387.1,1,,,2026-04-28T08:06:57
550,225,164,extraction,pdf,contradictory,primary,mock-primary,mock-fallback,1,PROVIDER_ERROR,success,,,0.821,Needs Review,0,1,1213.3,1,,,2026-04-28T14:00:02
551,225,164,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.87,,,,287.8,1,,,2026-04-28T14:00:02
552,225,164,summarisation,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-28T15:47:54
553,226,165,extraction,jpg,degraded,primary,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.672,Missing Information,2,0,4073.6,1,,,2026-04-29T13:37:03
554,226,165,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,417.0,1,,,2026-04-29T13:37:03
555,226,165,summarisation,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-29T14:14:13
556,227,166,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,721.1,1,,,2026-04-29T14:45:28
557,227,166,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,332.4,1,,,2026-04-29T14:45:28
558,227,166,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-29T15:37:11
559,226,165,assistant,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-04-29T15:54:13
560,226,165,assistant,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-29T16:31:13
561,227,166,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-04-29T17:14:11
