event_id,date_key,event_type,event_group,entity_type,processing_status,error_code
1129,20260513,human_review_submitted,Human review,case,,
1130,20260513,case_created,Case lifecycle,case,Open,
1131,20260513,document_uploaded,Document intake,document,success,
1132,20260513,ai_extraction_completed,AI processing,ai_run,success,
1133,20260513,human_review_submitted,Human review,case,,
1134,20260513,case_created,Case lifecycle,case,Open,
1135,20260513,summary_generated,AI assistance,case,success,
1136,20260513,case_updated,Human review,case,,
1137,20260514,document_uploaded,Document intake,document,success,
1138,20260514,provider_fallback_used,AI processing,ai_run,,
1139,20260514,ai_extraction_completed,AI processing,ai_run,success,
1140,20260514,human_review_submitted,Human review,case,,
1141,20260514,case_created,Case lifecycle,case,Awaiting information,
1142,20260514,case_updated,Human review,case,,
1143,20260514,assistant_question,AI assistance,case,success,
1144,20260514,case_updated,Human review,case,,
1145,20260514,document_uploaded,Document intake,document,success,
1146,20260514,ai_extraction_completed,AI processing,ai_run,success,
1147,20260514,human_review_submitted,Human review,case,,
1148,20260514,case_created,Case lifecycle,case,Open,
1149,20260514,document_uploaded,Document intake,document,success,
1150,20260514,ai_extraction_completed,AI processing,ai_run,success,
1151,20260514,human_review_submitted,Human review,case,,
1152,20260514,case_created,Case lifecycle,case,Open,
1153,20260514,summary_generated,AI assistance,case,success,
1154,20260514,assistant_question,AI assistance,case,success,
1155,20260514,assistant_question,AI assistance,case,success,
1156,20260515,document_uploaded,Document intake,document,success,
1157,20260515,ai_extraction_completed,AI processing,ai_run,success,
1158,20260515,human_review_submitted,Human review,case,,
1159,20260515,case_created,Case lifecycle,case,Open,
1160,20260515,document_uploaded,Document intake,document,success,
1161,20260515,provider_fallback_used,AI processing,ai_run,,
1162,20260515,ai_extraction_completed,AI processing,ai_run,success,
1163,20260515,human_review_submitted,Human review,case,,
1164,20260515,case_created,Case lifecycle,case,Open,
1165,20260515,document_uploaded,Document intake,document,success,
1166,20260515,ai_extraction_completed,AI processing,ai_run,success,
1167,20260515,human_review_submitted,Human review,case,,
1168,20260515,case_created,Case lifecycle,case,Open,
1169,20260515,summary_generated,AI assistance,case,success,
1170,20260515,document_uploaded,Document intake,document,success,
1171,20260515,ai_extraction_completed,AI processing,ai_run,success,
1172,20260515,human_review_submitted,Human review,case,,
1173,20260515,case_created,Case lifecycle,case,Open,
1174,20260515,summary_generated,AI assistance,case,success,
1175,20260515,document_uploaded,Document intake,document,success,
1176,20260515,ai_extraction_completed,AI processing,ai_run,success,
1177,20260515,duplicate_case_blocked,Duplicate prevention,case,,
1178,20260515,document_uploaded,Document intake,document,success,
1179,20260515,ai_extraction_completed,AI processing,ai_run,success,
1180,20260515,human_review_submitted,Human review,case,,
1181,20260515,case_created,Case lifecycle,case,Open,
1182,20260515,assistant_question,AI assistance,case,success,
1183,20260515,summary_generated,AI assistance,case,success,
1184,20260516,document_uploaded,Document intake,document,success,
1185,20260516,ai_extraction_completed,AI processing,ai_run,success,
1186,20260517,document_uploaded,Document intake,document,success,
1187,20260517,ai_extraction_completed,AI processing,ai_run,success,
1188,20260517,duplicate_case_blocked,Duplicate prevention,case,,
1189,20260517,document_uploaded,Document intake,document,success,
1190,20260517,ai_extraction_completed,AI processing,ai_run,success,
1191,20260517,case_updated,Human review,case,,
1192,20260517,document_uploaded,Document intake,document,success,
1193,20260517,ai_extraction_completed,AI processing,ai_run,success,
1194,20260518,case_updated,Human review,case,,
1195,20260519,case_updated,Human review,case,,
1196,20260519,document_uploaded,Document intake,document,success,
1197,20260519,ai_extraction_completed,AI processing,ai_run,success,
1198,20260519,case_updated,Human review,case,,
1199,20260519,document_uploaded,Document intake,document,success,
1200,20260519,ai_extraction_completed,AI processing,ai_run,success,
1201,20260519,human_review_submitted,Human review,case,,
1202,20260519,case_created,Case lifecycle,case,Open,
1203,20260519,summary_generated,AI assistance,case,success,
1204,20260519,document_uploaded,Document intake,document,success,
1205,20260519,ai_extraction_completed,AI processing,ai_run,success,
1206,20260519,human_review_submitted,Human review,case,,
1207,20260519,case_created,Case lifecycle,case,Open,
1208,20260519,assistant_question,AI assistance,case,success,
1209,20260519,assistant_question,AI assistance,case,success,
1210,20260520,document_uploaded,Document intake,document,success,
1211,20260520,ai_extraction_completed,AI processing,ai_run,success,
1212,20260520,human_review_submitted,Human review,case,,
1213,20260520,case_created,Case lifecycle,case,Open,
1214,20260520,summary_generated,AI assistance,case,success,
1215,20260520,document_uploaded,Document intake,document,success,
1216,20260520,ai_extraction_completed,AI processing,ai_run,success,
1217,20260520,human_review_submitted,Human review,case,,
1218,20260520,case_created,Case lifecycle,case,Open,
1219,20260520,document_uploaded,Document intake,document,success,
1220,20260520,provider_fallback_used,AI processing,ai_run,,
1221,20260520,ai_extraction_completed,AI processing,ai_run,success,
1222,20260520,human_review_submitted,Human review,case,,
1223,20260520,case_created,Case lifecycle,case,Awaiting information,
1224,20260520,document_uploaded,Document intake,document,success,
1225,20260520,ai_extraction_completed,AI processing,ai_run,success,
1226,20260520,human_review_submitted,Human review,case,,
1227,20260520,case_created,Case lifecycle,case,Open,
1228,20260520,summary_generated,AI assistance,case,success,
1229,20260520,case_updated,Human review,case,,
1230,20260520,assistant_question,AI assistance,case,success,
1231,20260520,assistant_question,AI assistance,case,success,
1232,20260520,document_uploaded,Document intake,document,success,
1233,20260520,ai_extraction_completed,AI processing,ai_run,success,
1234,20260520,human_review_submitted,Human review,case,,
1235,20260520,case_created,Case lifecycle,case,Open,
1236,20260520,document_uploaded,Document intake,document,success,
1237,20260520,provider_fallback_used,AI processing,ai_run,,
1238,20260520,ai_extraction_completed,AI processing,ai_run,success,
1239,20260520,human_review_submitted,Human review,case,,
1240,20260520,case_created,Case lifecycle,case,Open,
1241,20260520,case_updated,Human review,case,,
1242,20260521,document_uploaded,Document intake,document,success,
1243,20260521,provider_fallback_used,AI processing,ai_run,,
1244,20260521,ai_extraction_completed,AI processing,ai_run,success,
1245,20260521,human_review_submitted,Human review,case,,
1246,20260521,case_created,Case lifecycle,case,Open,
1247,20260522,case_updated,Human review,case,,
1248,20260522,document_uploaded,Document intake,document,success,
1249,20260522,ai_extraction_completed,AI processing,ai_run,success,
1250,20260522,document_uploaded,Document intake,document,success,
1251,20260522,ai_extraction_completed,AI processing,ai_run,success,
1252,20260522,human_review_submitted,Human review,case,,
1253,20260522,case_created,Case lifecycle,case,Awaiting information,
1254,20260523,document_uploaded,Document intake,document,success,
1255,20260523,ai_extraction_completed,AI processing,ai_run,success,
1256,20260523,duplicate_case_blocked,Duplicate prevention,case,,
1257,20260523,case_updated,Human review,case,,
1258,20260523,document_uploaded,Document intake,document,success,
1259,20260523,ai_extraction_completed,AI processing,ai_run,success,
1260,20260525,case_updated,Human review,case,,
1261,20260525,document_uploaded,Document intake,document,success,
1262,20260525,ai_extraction_completed,AI processing,ai_run,success,
1263,20260525,human_review_submitted,Human review,case,,
1264,20260525,case_created,Case lifecycle,case,Open,
1265,20260526,document_uploaded,Document intake,document,success,
1266,20260526,ai_extraction_completed,AI processing,ai_run,success,
1267,20260526,human_review_submitted,Human review,case,,
1268,20260526,case_created,Case lifecycle,case,Open,
1269,20260526,document_uploaded,Document intake,document,success,
1270,20260526,ai_extraction_completed,AI processing,ai_run,success,
1271,20260526,human_review_submitted,Human review,case,,
1272,20260526,case_created,Case lifecycle,case,Open,
1273,20260526,case_updated,Human review,case,,
1274,20260526,document_uploaded,Document intake,document,success,
1275,20260526,ai_extraction_completed,AI processing,ai_run,success,
1276,20260526,human_review_submitted,Human review,case,,
1277,20260526,case_created,Case lifecycle,case,Open,
1278,20260526,assistant_question,AI assistance,case,success,
1279,20260526,document_uploaded,Document intake,document,success,
1280,20260526,ai_extraction_completed,AI processing,ai_run,success,
1281,20260526,human_review_submitted,Human review,case,,
1282,20260526,case_created,Case lifecycle,case,Open,
1283,20260526,summary_generated,AI assistance,case,success,
1284,20260526,assistant_question,AI assistance,case,success,
1285,20260526,document_uploaded,Document intake,document,success,
1286,20260526,ai_extraction_completed,AI processing,ai_run,success,
1287,20260526,human_review_submitted,Human review,case,,
1288,20260526,case_created,Case lifecycle,case,Open,
1289,20260526,summary_generated,AI assistance,case,success,
1290,20260526,assistant_question,AI assistance,case,success,
1291,20260527,document_uploaded,Document intake,document,success,
1292,20260527,ai_extraction_completed,AI processing,ai_run,success,
1293,20260527,human_review_submitted,Human review,case,,
1294,20260527,case_created,Case lifecycle,case,Open,
1295,20260527,document_uploaded,Document intake,document,success,
1296,20260527,ai_extraction_completed,AI processing,ai_run,success,
1297,20260527,human_review_submitted,Human review,case,,
1298,20260527,case_created,Case lifecycle,case,Open,
1299,20260527,summary_generated,AI assistance,case,success,
1300,20260527,document_uploaded,Document intake,document,success,
1301,20260527,ai_extraction_completed,AI processing,ai_run,success,
1302,20260527,human_review_submitted,Human review,case,,
1303,20260527,case_created,Case lifecycle,case,Open,
1304,20260527,summary_generated,AI assistance,case,success,
1305,20260528,document_uploaded,Document intake,document,success,
1306,20260528,ai_extraction_completed,AI processing,ai_run,success,
1307,20260528,human_review_submitted,Human review,case,,
1308,20260528,case_created,Case lifecycle,case,Open,
1309,20260528,document_uploaded,Document intake,document,success,
1310,20260528,ai_extraction_completed,AI processing,ai_run,success,
1311,20260528,summary_generated,AI assistance,case,success,
1312,20260528,case_updated,Human review,case,,
1313,20260529,document_uploaded,Document intake,document,success,
1314,20260529,ai_extraction_completed,AI processing,ai_run,success,
1315,20260529,human_review_submitted,Human review,case,,
1316,20260529,case_created,Case lifecycle,case,Open,
1317,20260529,document_uploaded,Document intake,document,success,
1318,20260529,ai_extraction_completed,AI processing,ai_run,success,
1319,20260529,human_review_submitted,Human review,case,,
1320,20260529,case_created,Case lifecycle,case,Open,
1321,20260529,summary_generated,AI assistance,case,success,
1322,20260529,assistant_question,AI assistance,case,success,
1323,20260529,assistant_question,AI assistance,case,success,
1324,20260529,assistant_question,AI assistance,case,success,
1325,20260529,document_uploaded,Document intake,document,success,
1326,20260529,ai_extraction_completed,AI processing,ai_run,success,
1327,20260529,human_review_submitted,Human review,case,,
1328,20260529,case_created,Case lifecycle,case,Open,
1329,20260529,document_uploaded,Document intake,document,success,
1330,20260529,ai_extraction_completed,AI processing,ai_run,success,
1331,20260531,document_uploaded,Document intake,document,success,
1332,20260531,ai_extraction_completed,AI processing,ai_run,success,
1333,20260531,duplicate_case_blocked,Duplicate prevention,case,,
1334,20260601,document_uploaded,Document intake,document,success,
1335,20260601,provider_fallback_used,AI processing,ai_run,,
1336,20260601,ai_extraction_completed,AI processing,ai_run,success,
1337,20260601,human_review_submitted,Human review,case,,
1338,20260601,case_created,Case lifecycle,case,Open,
1339,20260601,summary_generated,AI assistance,case,success,
1340,20260601,document_uploaded,Document intake,document,success,
1341,20260601,ai_extraction_completed,AI processing,ai_run,success,
1342,20260601,human_review_submitted,Human review,case,,
1343,20260601,case_created,Case lifecycle,case,Open,
1344,20260601,document_uploaded,Document intake,document,success,
1345,20260601,ai_extraction_completed,AI processing,ai_run,success,
1346,20260601,human_review_submitted,Human review,case,,
1347,20260601,case_created,Case lifecycle,case,Open,
1348,20260602,document_uploaded,Document intake,document,success,
1349,20260602,ai_extraction_completed,AI processing,ai_run,success,
1350,20260602,human_review_submitted,Human review,case,,
1351,20260602,case_created,Case lifecycle,case,Awaiting information,
1352,20260602,document_uploaded,Document intake,document,success,
1353,20260602,ai_extraction_completed,AI processing,ai_run,success,
1354,20260602,human_review_submitted,Human review,case,,
1355,20260602,case_created,Case lifecycle,case,Awaiting information,
1356,20260602,case_updated,Human review,case,,
1357,20260602,summary_generated,AI assistance,case,success,
1358,20260602,document_uploaded,Document intake,document,success,
1359,20260602,ai_extraction_completed,AI processing,ai_run,success,
1360,20260602,human_review_submitted,Human review,case,,
1361,20260602,case_created,Case lifecycle,case,Open,
1362,20260602,summary_generated,AI assistance,case,success,
1363,20260603,document_uploaded,Document intake,document,success,
1364,20260603,provider_fallback_used,AI processing,ai_run,,
1365,20260603,ai_extraction_completed,AI processing,ai_run,success,
1366,20260603,duplicate_case_blocked,Duplicate prevention,case,,
1367,20260603,document_uploaded,Document intake,document,success,
1368,20260603,ai_extraction_completed,AI processing,ai_run,success,
1369,20260603,document_uploaded,Document intake,document,success,
1370,20260603,provider_fallback_used,AI processing,ai_run,,
1371,20260603,ai_extraction_completed,AI processing,ai_run,success,
1372,20260603,human_review_submitted,Human review,case,,
1373,20260603,case_created,Case lifecycle,case,Open,
1374,20260603,summary_generated,AI assistance,case,success,
1375,20260604,case_updated,Human review,case,,
1376,20260604,document_uploaded,Document intake,document,success,
1377,20260604,ai_extraction_completed,AI processing,ai_run,success,
1378,20260604,document_uploaded,Document intake,document,success,
1379,20260604,ai_extraction_completed,AI processing,ai_run,success,
1380,20260604,human_review_submitted,Human review,case,,
1381,20260604,case_created,Case lifecycle,case,Open,
1382,20260604,summary_generated,AI assistance,case,success,
1383,20260605,document_uploaded,Document intake,document,success,
1384,20260605,ai_extraction_completed,AI processing,ai_run,success,
1385,20260605,document_uploaded,Document intake,document,success,
1386,20260605,ai_extraction_completed,AI processing,ai_run,success,
1387,20260605,human_review_submitted,Human review,case,,
1388,20260605,case_created,Case lifecycle,case,Open,
1389,20260605,summary_generated,AI assistance,case,success,
1390,20260605,document_uploaded,Document intake,document,success,
1391,20260605,ai_extraction_completed,AI processing,ai_run,success,
1392,20260605,human_review_submitted,Human review,case,,
1393,20260605,case_created,Case lifecycle,case,Open,
1394,20260605,summary_generated,AI assistance,case,success,
1395,20260606,case_updated,Human review,case,,
1396,20260607,case_updated,Human review,case,,
1397,20260609,document_uploaded,Document intake,document,success,
1398,20260609,ai_extraction_completed,AI processing,ai_run,success,
1399,20260609,human_review_submitted,Human review,case,,
1400,20260609,case_created,Case lifecycle,case,Open,
1401,20260609,summary_generated,AI assistance,case,success,
1402,20260609,case_updated,Human review,case,,
1403,20260609,document_uploaded,Document intake,document,error,
1404,20260609,ai_extraction_failed,AI processing,ai_run,error,AI_UNAVAILABLE
1405,20260609,document_uploaded,Document intake,document,success,
1406,20260609,ai_extraction_completed,AI processing,ai_run,success,
1407,20260609,human_review_submitted,Human review,case,,
1408,20260609,case_created,Case lifecycle,case,Open,
1409,20260609,document_uploaded,Document intake,document,rejected,
1410,20260609,file_rejected,Input validation,document,rejected,UNSUPPORTED_FORMAT
1411,20260610,document_uploaded,Document intake,document,success,
1412,20260610,ai_extraction_completed,AI processing,ai_run,success,
1413,20260610,human_review_submitted,Human review,case,,
1414,20260610,case_created,Case lifecycle,case,Open,
1415,20260610,summary_generated,AI assistance,case,success,
1416,20260610,case_updated,Human review,case,,
1417,20260610,document_uploaded,Document intake,document,success,
1418,20260610,ai_extraction_completed,AI processing,ai_run,success,
1419,20260610,human_review_submitted,Human review,case,,
1420,20260610,case_created,Case lifecycle,case,Open,
1421,20260610,summary_generated,AI assistance,case,success,
1422,20260611,document_uploaded,Document intake,document,success,
1423,20260611,ai_extraction_completed,AI processing,ai_run,success,
1424,20260611,duplicate_case_blocked,Duplicate prevention,case,,
1425,20260611,document_uploaded,Document intake,document,success,
1426,20260611,ai_extraction_completed,AI processing,ai_run,success,
1427,20260611,human_review_submitted,Human review,case,,
1428,20260611,case_created,Case lifecycle,case,Open,
1429,20260611,document_uploaded,Document intake,document,success,
1430,20260611,ai_extraction_completed,AI processing,ai_run,success,
1431,20260611,human_review_submitted,Human review,case,,
1432,20260611,case_created,Case lifecycle,case,Open,
1433,20260611,assistant_question,AI assistance,case,success,
1434,20260611,summary_generated,AI assistance,case,success,
1435,20260611,document_uploaded,Document intake,document,success,
1436,20260611,ai_extraction_completed,AI processing,ai_run,success,
1437,20260611,human_review_submitted,Human review,case,,
1438,20260611,case_created,Case lifecycle,case,Open,
1439,20260611,document_uploaded,Document intake,document,success,
1440,20260611,ai_extraction_completed,AI processing,ai_run,success,
1441,20260611,document_uploaded,Document intake,document,success,
1442,20260611,ai_extraction_completed,AI processing,ai_run,success,
1443,20260611,human_review_submitted,Human review,case,,
1444,20260611,case_created,Case lifecycle,case,Open,
1445,20260611,document_uploaded,Document intake,document,success,
1446,20260611,ai_extraction_completed,AI processing,ai_run,success,
1447,20260611,human_review_submitted,Human review,case,,
1448,20260611,case_created,Case lifecycle,case,Open,
1449,20260611,assistant_question,AI assistance,case,success,
1450,20260611,summary_generated,AI assistance,case,success,
1451,20260611,document_uploaded,Document intake,document,success,
1452,20260611,ai_extraction_completed,AI processing,ai_run,success,
1453,20260611,assistant_question,AI assistance,case,success,
1454,20260612,case_updated,Human review,case,,
1455,20260614,case_updated,Human review,case,,
1456,20260615,document_uploaded,Document intake,document,success,
1457,20260615,ai_extraction_completed,AI processing,ai_run,success,
1458,20260615,human_review_submitted,Human review,case,,
1459,20260615,case_created,Case lifecycle,case,Open,
1460,20260615,summary_generated,AI assistance,case,success,
1461,20260615,assistant_question,AI assistance,case,success,
1462,20260615,assistant_question,AI assistance,case,success,
1463,20260615,document_uploaded,Document intake,document,success,
1464,20260615,ai_extraction_completed,AI processing,ai_run,success,
1465,20260615,human_review_submitted,Human review,case,,
1466,20260615,case_created,Case lifecycle,case,Open,
1467,20260615,document_uploaded,Document intake,document,success,
1468,20260615,ai_extraction_completed,AI processing,ai_run,success,
1469,20260615,human_review_submitted,Human review,case,,
1470,20260615,case_created,Case lifecycle,case,Open,
1471,20260615,summary_generated,AI assistance,case,success,
1472,20260615,case_updated,Human review,case,,
1473,20260615,document_uploaded,Document intake,document,success,
1474,20260615,ai_extraction_completed,AI processing,ai_run,success,
1475,20260615,document_uploaded,Document intake,document,success,
1476,20260615,ai_extraction_completed,AI processing,ai_run,success,
1477,20260616,case_updated,Human review,case,,
1478,20260616,case_updated,Human review,case,,
1479,20260616,document_uploaded,Document intake,document,success,
1480,20260616,ai_extraction_completed,AI processing,ai_run,success,
1481,20260616,human_review_submitted,Human review,case,,
1482,20260616,case_created,Case lifecycle,case,Open,
1483,20260616,document_uploaded,Document intake,document,success,
1484,20260616,ai_extraction_completed,AI processing,ai_run,success,
1485,20260616,summary_generated,AI assistance,case,success,
1486,20260617,document_uploaded,Document intake,document,success,
1487,20260617,ai_extraction_completed,AI processing,ai_run,success,
1488,20260617,human_review_submitted,Human review,case,,
1489,20260617,case_created,Case lifecycle,case,Open,
1490,20260617,document_uploaded,Document intake,document,success,
1491,20260617,ai_extraction_completed,AI processing,ai_run,success,
1492,20260617,human_review_submitted,Human review,case,,
1493,20260617,case_created,Case lifecycle,case,Open,
1494,20260618,document_uploaded,Document intake,document,success,
1495,20260618,provider_fallback_used,AI processing,ai_run,,
1496,20260618,ai_extraction_completed,AI processing,ai_run,success,
1497,20260618,human_review_submitted,Human review,case,,
1498,20260618,case_created,Case lifecycle,case,Open,
1499,20260618,document_uploaded,Document intake,document,success,
1500,20260618,ai_extraction_completed,AI processing,ai_run,success,
1501,20260618,human_review_submitted,Human review,case,,
1502,20260618,case_created,Case lifecycle,case,Open,
1503,20260618,summary_generated,AI assistance,case,success,
1504,20260619,case_updated,Human review,case,,
1505,20260619,document_uploaded,Document intake,document,success,
1506,20260619,ai_extraction_completed,AI processing,ai_run,success,
1507,20260619,human_review_submitted,Human review,case,,
1508,20260619,case_created,Case lifecycle,case,Open,
1509,20260619,case_updated,Human review,case,,
1510,20260619,document_uploaded,Document intake,document,success,
1511,20260619,ai_extraction_completed,AI processing,ai_run,success,
1512,20260619,human_review_submitted,Human review,case,,
1513,20260619,case_created,Case lifecycle,case,Open,
1514,20260620,document_uploaded,Document intake,document,success,
1515,20260620,ai_extraction_completed,AI processing,ai_run,success,
1516,20260620,case_updated,Human review,case,,
1517,20260622,document_uploaded,Document intake,document,success,
1518,20260622,ai_extraction_completed,AI processing,ai_run,success,
1519,20260622,human_review_submitted,Human review,case,,
1520,20260622,case_created,Case lifecycle,case,Open,
1521,20260622,case_updated,Human review,case,,
1522,20260622,document_uploaded,Document intake,document,success,
1523,20260622,ai_extraction_completed,AI processing,ai_run,success,
1524,20260622,human_review_submitted,Human review,case,,
1525,20260622,case_created,Case lifecycle,case,Open,
1526,20260622,case_updated,Human review,case,,
1527,20260622,document_uploaded,Document intake,document,rejected,
1528,20260622,file_rejected,Input validation,document,rejected,FILE_TOO_LARGE
1529,20260622,case_updated,Human review,case,,
1530,20260622,document_uploaded,Document intake,document,success,
1531,20260622,provider_fallback_used,AI processing,ai_run,,
1532,20260622,ai_extraction_completed,AI processing,ai_run,success,
1533,20260623,document_uploaded,Document intake,document,success,
1534,20260623,ai_extraction_completed,AI processing,ai_run,success,
1535,20260623,human_review_submitted,Human review,case,,
1536,20260623,case_created,Case lifecycle,case,Open,
1537,20260623,summary_generated,AI assistance,case,success,
1538,20260623,document_uploaded,Document intake,document,success,
1539,20260623,ai_extraction_completed,AI processing,ai_run,success,
1540,20260623,human_review_submitted,Human review,case,,
1541,20260623,case_created,Case lifecycle,case,Open,
1542,20260623,summary_generated,AI assistance,case,success,
1543,20260624,case_updated,Human review,case,,
1544,20260625,document_uploaded,Document intake,document,success,
1545,20260625,ai_extraction_completed,AI processing,ai_run,success,
1546,20260625,human_review_submitted,Human review,case,,
1547,20260625,case_created,Case lifecycle,case,Awaiting information,
1548,20260625,summary_generated,AI assistance,case,success,
1549,20260625,document_uploaded,Document intake,document,success,
1550,20260625,ai_extraction_completed,AI processing,ai_run,success,
1551,20260625,human_review_submitted,Human review,case,,
1552,20260625,case_created,Case lifecycle,case,Open,
1553,20260625,assistant_question,AI assistance,case,success,
1554,20260625,assistant_question,AI assistance,case,success,
1555,20260626,document_uploaded,Document intake,document,success,
1556,20260626,ai_extraction_completed,AI processing,ai_run,success,
1557,20260626,human_review_submitted,Human review,case,,
1558,20260626,case_created,Case lifecycle,case,Open,
1559,20260626,summary_generated,AI assistance,case,success,
1560,20260626,document_uploaded,Document intake,document,success,
1561,20260626,ai_extraction_completed,AI processing,ai_run,success,
1562,20260626,human_review_submitted,Human review,case,,
1563,20260626,case_created,Case lifecycle,case,Awaiting information,
1564,20260626,document_uploaded,Document intake,document,success,
1565,20260626,ai_extraction_completed,AI processing,ai_run,success,
1566,20260626,human_review_submitted,Human review,case,,
1567,20260626,case_created,Case lifecycle,case,Awaiting information,
1568,20260626,assistant_question,AI assistance,case,success,
1569,20260626,summary_generated,AI assistance,case,success,
1570,20260626,document_uploaded,Document intake,document,success,
1571,20260626,ai_extraction_completed,AI processing,ai_run,success,
1572,20260626,human_review_submitted,Human review,case,,
1573,20260626,case_created,Case lifecycle,case,Open,
1574,20260626,document_uploaded,Document intake,document,success,
1575,20260626,ai_extraction_completed,AI processing,ai_run,success,
1576,20260626,human_review_submitted,Human review,case,,
1577,20260626,case_created,Case lifecycle,case,Open,
1578,20260626,summary_generated,AI assistance,case,success,
1579,20260626,document_uploaded,Document intake,document,success,
1580,20260626,ai_extraction_completed,AI processing,ai_run,success,
1581,20260626,document_uploaded,Document intake,document,success,
1582,20260626,ai_extraction_completed,AI processing,ai_run,success,
1583,20260626,human_review_submitted,Human review,case,,
1584,20260626,case_created,Case lifecycle,case,Awaiting information,
1585,20260626,assistant_question,AI assistance,case,success,
1586,20260626,assistant_question,AI assistance,case,success,
1587,20260627,document_uploaded,Document intake,document,success,
1588,20260627,ai_extraction_completed,AI processing,ai_run,success,
1589,20260629,document_uploaded,Document intake,document,success,
1590,20260629,ai_extraction_completed,AI processing,ai_run,success,
1591,20260630,document_uploaded,Document intake,document,success,
1592,20260630,ai_extraction_completed,AI processing,ai_run,success,
1593,20260715,document_uploaded,Document intake,document,success,
1594,20260715,ai_extraction_completed,AI processing,ai_run,success,
1595,20260715,duplicate_case_blocked,Duplicate prevention,case,,
1596,20260212,test_run_completed,Testing,test_run,,
1597,20260216,test_run_completed,Testing,test_run,,
1598,20260309,test_run_completed,Testing,test_run,,
1599,20260330,test_run_completed,Testing,test_run,,
1600,20260414,test_run_completed,Testing,test_run,,
1601,20260420,test_run_completed,Testing,test_run,,
1602,20260512,test_run_completed,Testing,test_run,,
1603,20260626,test_run_completed,Testing,test_run,,
