ai_run_id,date_key,document_type_id,provider_id,task,document_role,status,is_success,is_error,error_stage,error_code,fallback_used,fallback_reason,confidence_score,confidence_band,intake_status,needs_review,missing_count,conflict_count,processing_ms,latency_is_simulated,is_retry,case_id
471,20260407,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,333.8,1,0,139
472,20260407,2,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1585.5,1,0,
473,20260407,2,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,231.4,1,0,
474,20260407,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,139
475,20260408,11,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,2639.1,1,0,140
476,20260408,11,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,259.7,1,0,140
477,20260408,11,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,140
478,20260409,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,580.8,1,0,141
479,20260409,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,376.9,1,0,141
480,20260409,6,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,141
481,20260409,6,1,extraction,primary,success,1,0,,,0,,0.887,4. 0.80-0.89,Complete,0,0,0,742.5,1,0,142
482,20260409,6,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,350.3,1,0,142
483,20260409,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,142
484,20260410,1,1,extraction,primary,success,1,0,,,0,,0.887,4. 0.80-0.89,Complete,0,0,0,998.2,1,0,143
485,20260410,1,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,255.9,1,0,143
486,20260410,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,143
487,20260410,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,143
488,20260411,1,1,extraction,supporting,success,1,0,,,0,,0.939,5. >= 0.90,Complete,0,0,0,721.0,1,0,140
489,20260411,1,1,category suggestion,supporting,success,1,0,,,0,,0.87,4. 0.80-0.89,,0,,,284.7,1,0,140
490,20260413,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,853.0,1,0,144
491,20260413,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,244.5,1,0,144
492,20260414,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,569.3,1,0,145
493,20260414,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,339.3,1,0,145
494,20260414,3,2,extraction,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.672,2. 0.60-0.69,Missing Information,1,1,0,8340.9,1,0,146
495,20260414,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,270.8,1,0,146
496,20260414,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,145
497,20260414,1,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,862.9,1,0,147
498,20260414,1,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,317.3,1,0,147
499,20260414,3,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,146
500,20260414,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,147
501,20260414,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,147
502,20260415,3,1,extraction,supporting,success,1,0,,,0,,0.76,3. 0.70-0.79,Needs Review,1,0,0,2321.9,1,0,141
503,20260415,3,1,category suggestion,supporting,success,1,0,,,0,,0.87,4. 0.80-0.89,,0,,,286.5,1,0,141
504,20260415,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,835.3,1,0,148
505,20260415,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,187.1,1,0,148
506,20260415,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,148
507,20260415,9,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2652.2,1,0,149
508,20260415,9,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,256.8,1,0,149
509,20260415,9,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,149
510,20260415,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,560.2,1,0,150
511,20260415,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,365.2,1,0,150
512,20260415,6,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,150
513,20260415,6,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,150
514,20260416,9,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,2030.0,1,0,151
515,20260416,9,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,308.9,1,0,151
516,20260416,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,683.1,1,0,152
517,20260416,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,266.7,1,0,152
518,20260416,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,152
519,20260416,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,152
520,20260417,6,1,extraction,primary,success,1,0,,,0,,0.938,5. >= 0.90,Complete,0,0,0,653.4,1,0,
521,20260417,6,1,category suggestion,primary,success,1,0,,,0,,0.86,4. 0.80-0.89,,0,,,296.5,1,0,
522,20260421,4,1,extraction,primary,success,1,0,,,0,,0.757,3. 0.70-0.79,Missing Information,1,1,0,1042.8,1,0,153
523,20260421,4,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,266.8,1,0,153
524,20260423,2,1,extraction,primary,success,1,0,,,0,,0.887,4. 0.80-0.89,Complete,0,0,0,1417.2,1,0,154
525,20260423,2,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,376.8,1,0,154
526,20260423,6,2,extraction,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.861,4. 0.80-0.89,Complete,0,0,0,6683.3,1,0,155
527,20260423,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,253.1,1,0,155
528,20260423,7,1,extraction,primary,success,1,0,,,0,,0.842,4. 0.80-0.89,Missing Information,1,1,0,546.6,1,0,156
529,20260423,7,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,366.7,1,0,156
530,20260423,11,2,extraction,primary,success,1,0,,,1,INVALID_OUTPUT,0.848,4. 0.80-0.89,Complete,0,0,0,3262.9,1,0,157
531,20260423,11,1,category suggestion,primary,success,1,0,,,0,,0.83,4. 0.80-0.89,,0,,,374.2,1,0,157
532,20260423,7,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,156
533,20260423,7,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,156
534,20260423,7,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,156
535,20260424,3,1,extraction,primary,success,1,0,,,0,,0.84,4. 0.80-0.89,Complete,0,0,0,2009.8,1,0,158
536,20260424,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,347.9,1,0,158
537,20260424,3,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,158
538,20260424,5,1,extraction,primary,success,1,0,,,0,,0.9,5. >= 0.90,Needs Review,1,0,1,1036.5,1,0,159
539,20260424,5,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,343.5,1,0,159
540,20260424,5,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,159
541,20260424,1,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,833.3,1,0,160
542,20260424,1,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,223.5,1,0,160
543,20260424,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,160
544,20260427,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1045.7,1,0,161
545,20260427,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,337.1,1,0,161
546,20260427,10,1,extraction,primary,success,1,0,,,0,,0.84,4. 0.80-0.89,Missing Information,1,2,0,4307.2,1,0,162
547,20260427,10,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,204.5,1,0,162
548,20260428,6,1,extraction,primary,success,1,0,,,0,,0.908,5. >= 0.90,Complete,0,0,0,799.2,1,0,163
549,20260428,6,1,category suggestion,primary,success,1,0,,,0,,0.86,4. 0.80-0.89,,0,,,387.1,1,0,163
550,20260428,5,2,extraction,primary,success,1,0,,,1,PROVIDER_ERROR,0.821,4. 0.80-0.89,Needs Review,1,0,1,1213.3,1,0,164
551,20260428,5,1,category suggestion,primary,success,1,0,,,0,,0.87,4. 0.80-0.89,,0,,,287.8,1,0,164
552,20260428,5,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,164
553,20260429,10,2,extraction,primary,success,1,0,,,1,INVALID_OUTPUT,0.672,2. 0.60-0.69,Missing Information,1,2,0,4073.6,1,0,165
554,20260429,10,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,417.0,1,0,165
555,20260429,10,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,165
556,20260429,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,721.1,1,0,166
557,20260429,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,332.4,1,0,166
558,20260429,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,166
559,20260429,10,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,165
560,20260429,10,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,165
561,20260429,6,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,166
562,20260429,6,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,166
563,20260430,6,1,extraction,primary,success,1,0,,,0,,0.941,5. >= 0.90,Complete,0,0,0,762.3,1,0,167
564,20260430,6,1,category suggestion,primary,success,1,0,,,0,,0.89,4. 0.80-0.89,,0,,,376.8,1,0,167
565,20260430,4,1,extraction,primary,success,1,0,,,0,,0.781,3. 0.70-0.79,Missing Information,1,1,0,1078.2,1,0,168
566,20260430,4,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,409.2,1,0,168
567,20260430,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1975.4,1,0,169
568,20260430,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,270.3,1,0,169
569,20260430,11,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,169
570,20260501,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1094.8,1,0,170
571,20260501,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,369.9,1,0,170
572,20260501,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,170
573,20260501,11,1,extraction,primary,success,1,0,,,0,,0.887,4. 0.80-0.89,Complete,0,0,0,2620.8,1,0,171
574,20260501,11,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,365.4,1,0,171
575,20260501,11,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,171
576,20260501,11,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,171
577,20260501,11,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,171
578,20260503,3,2,extraction,supporting,success,1,0,,,1,PROVIDER_TIMEOUT,0.664,2. 0.60-0.69,Missing Information,1,1,0,7953.7,1,0,167
579,20260503,3,1,category suggestion,supporting,success,1,0,,,0,,0.88,4. 0.80-0.89,,0,,,400.7,1,0,167
580,20260505,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1067.3,1,0,172
581,20260505,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,207.1,1,0,172
582,20260505,5,1,extraction,primary,success,1,0,,,0,,0.906,5. >= 0.90,Needs Review,1,0,1,1055.8,1,0,173
583,20260505,5,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,263.8,1,0,173
584,20260506,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,713.7,1,0,174
585,20260506,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,294.6,1,0,174
586,20260506,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,174
587,20260506,1,1,extraction,primary,success,1,0,,,0,,0.918,5. >= 0.90,Complete,0,0,0,767.3,1,0,175
588,20260506,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,354.7,1,0,175
589,20260506,3,1,extraction,primary,success,1,0,,,0,,0.811,4. 0.80-0.89,Missing Information,1,1,0,2076.7,1,0,176
590,20260506,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,309.2,1,0,176
591,20260506,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,175
592,20260506,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,553.4,1,0,177
593,20260506,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,384.0,1,0,177
594,20260506,3,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,176
595,20260506,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,175
596,20260506,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,175
597,20260507,10,1,extraction,primary,success,1,0,,,0,,0.782,3. 0.70-0.79,Missing Information,1,1,0,3068.7,1,0,178
598,20260507,10,1,category suggestion,primary,success,1,0,,,0,,0.89,4. 0.80-0.89,,0,,,270.6,1,0,178
599,20260507,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,530.0,1,0,179
600,20260507,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,335.8,1,0,179
601,20260507,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,179
602,20260508,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,780.3,1,0,180
603,20260508,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,225.0,1,0,180
604,20260508,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,180
605,20260508,9,1,extraction,supporting,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,3313.3,1,0,178
606,20260508,9,1,category suggestion,supporting,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,206.3,1,0,178
607,20260510,1,1,extraction,supporting,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,996.7,1,0,174
608,20260510,1,1,category suggestion,supporting,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,228.9,1,0,174
609,20260511,1,2,extraction,primary,success,1,0,,,1,PROVIDER_ERROR,0.851,4. 0.80-0.89,Complete,0,0,0,1506.0,1,0,181
610,20260511,1,1,category suggestion,primary,success,1,0,,,0,,0.86,4. 0.80-0.89,,0,,,258.5,1,0,181
611,20260511,6,1,extraction,primary,success,1,0,,,0,,0.918,5. >= 0.90,Complete,0,0,0,548.5,1,0,182
612,20260511,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,351.0,1,0,182
613,20260511,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,181
614,20260511,10,1,extraction,primary,success,1,0,,,0,,0.729,3. 0.70-0.79,Needs Review,1,0,0,4058.8,1,0,183
615,20260511,10,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,272.1,1,0,183
616,20260512,3,1,extraction,primary,success,1,0,,,0,,0.803,4. 0.80-0.89,Missing Information,1,1,0,1400.9,1,0,184
617,20260512,3,2,category suggestion,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.85,4. 0.80-0.89,,0,,,6225.1,1,0,184
618,20260512,6,1,extraction,primary,success,1,0,,,0,,0.912,5. >= 0.90,Complete,0,0,0,514.6,1,0,185
619,20260512,6,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,381.1,1,0,185
620,20260512,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,185
621,20260512,12,1,extraction,primary,success,1,0,,,0,,0.703,3. 0.70-0.79,Missing Information,1,1,0,3782.3,1,0,186
622,20260512,12,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,358.3,1,0,186
623,20260512,12,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,186
624,20260513,9,2,extraction,supporting,success,1,0,,,1,INVALID_OUTPUT,0.861,4. 0.80-0.89,Complete,0,0,0,3399.9,1,0,177
625,20260513,9,1,category suggestion,supporting,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,225.0,1,0,177
626,20260513,7,1,extraction,primary,success,1,0,,,0,,0.887,4. 0.80-0.89,Needs Review,1,0,0,748.1,1,0,187
627,20260513,7,2,category suggestion,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.85,4. 0.80-0.89,,0,,,6284.7,1,0,187
628,20260513,1,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,850.4,1,0,188
629,20260513,1,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,276.8,1,0,188
630,20260513,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,188
631,20260514,4,2,extraction,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.706,3. 0.70-0.79,Missing Information,1,1,0,7030.2,1,0,189
632,20260514,4,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,264.8,1,0,189
633,20260514,4,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,189
634,20260514,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,773.2,1,0,190
635,20260514,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,336.0,1,0,190
636,20260514,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1081.1,1,0,191
637,20260514,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,213.1,1,0,191
638,20260514,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,191
639,20260514,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,191
640,20260514,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,191
641,20260515,6,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,674.4,1,0,192
642,20260515,6,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,236.1,1,0,192
643,20260515,12,2,extraction,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.455,1. < 0.60,Missing Information,1,3,0,8814.3,1,0,193
644,20260515,12,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,230.9,1,0,193
645,20260515,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,584.8,1,0,194
646,20260515,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,285.2,1,0,194
647,20260515,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,192
648,20260515,1,1,extraction,primary,success,1,0,,,0,,0.918,5. >= 0.90,Complete,0,0,0,1015.6,1,0,195
649,20260515,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,230.6,1,0,195
650,20260515,1,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,195
651,20260515,5,1,extraction,primary,success,1,0,,,0,,0.9,5. >= 0.90,Needs Review,1,0,1,933.7,1,0,
652,20260515,5,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,357.4,1,0,
653,20260515,2,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1738.9,1,0,196
654,20260515,2,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,281.0,1,0,196
655,20260515,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.0,0,0,195
656,20260515,2,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,196
657,20260516,6,1,extraction,supporting,success,1,0,,,0,,0.887,4. 0.80-0.89,Complete,0,0,0,655.9,1,0,189
658,20260516,6,1,category suggestion,supporting,success,1,0,,,0,,0.4,1. < 0.60,,0,,,225.2,1,0,189
659,20260517,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,794.1,1,0,
660,20260517,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,416.0,1,0,
661,20260517,1,1,extraction,supporting,success,1,0,,,0,,0.938,5. >= 0.90,Complete,0,0,0,994.7,1,0,181
662,20260517,1,1,category suggestion,supporting,success,1,0,,,0,,0.86,4. 0.80-0.89,,0,,,300.4,1,0,181
663,20260517,9,1,extraction,supporting,success,1,0,,,0,,0.944,5. >= 0.90,Complete,0,0,0,2015.6,1,0,191
664,20260517,9,1,category suggestion,supporting,success,1,0,,,0,,0.92,5. >= 0.90,,0,,,305.4,1,0,191
665,20260519,9,1,extraction,supporting,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,2836.6,1,0,192
666,20260519,9,1,category suggestion,supporting,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,318.5,1,0,192
667,20260519,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,759.7,1,0,197
668,20260519,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,289.8,1,0,197
669,20260519,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,197
670,20260519,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,3013.8,1,0,198
671,20260519,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,367.7,1,0,198
672,20260519,11,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.2,0,0,198
673,20260519,11,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,198
674,20260520,6,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,825.4,1,0,199
675,20260520,6,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,399.7,1,0,199
676,20260520,6,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,199
677,20260520,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,869.6,1,0,200
678,20260520,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,233.8,1,0,200
679,20260520,7,2,extraction,primary,success,1,0,,,1,INVALID_OUTPUT,0.822,4. 0.80-0.89,Missing Information,1,1,0,2056.7,1,0,201
680,20260520,7,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,245.7,1,0,201
681,20260520,6,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,649.2,1,0,202
682,20260520,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,198.7,1,0,202
683,20260520,7,1,summarisation,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,201
684,20260520,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,200
685,20260520,1,1,assistant,primary,success,1,0,,,0,,,not applicable,,0,,,0.1,0,0,200
686,20260520,1,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,1008.3,1,0,203
687,20260520,1,1,category suggestion,primary,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,373.6,1,0,203
688,20260520,1,2,extraction,primary,success,1,0,,,1,PROVIDER_TIMEOUT,0.861,4. 0.80-0.89,Complete,0,0,0,6741.6,1,0,204
689,20260520,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,216.1,1,0,204
690,20260521,6,2,extraction,primary,success,1,0,,,1,PROVIDER_ERROR,0.767,3. 0.70-0.79,Missing Information,1,1,0,1053.4,1,0,205
691,20260521,6,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,241.6,1,0,205
692,20260522,9,1,extraction,supporting,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,2312.8,1,0,199
693,20260522,9,1,category suggestion,supporting,success,1,0,,,0,,0.9,5. >= 0.90,,0,,,294.3,1,0,199
694,20260522,4,1,extraction,primary,success,1,0,,,0,,0.842,4. 0.80-0.89,Missing Information,1,1,0,831.2,1,0,206
695,20260522,4,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,294.8,1,0,206
696,20260523,3,1,extraction,primary,success,1,0,,,0,,0.811,4. 0.80-0.89,Missing Information,1,1,0,2017.0,1,0,
697,20260523,3,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,264.8,1,0,
698,20260523,10,1,extraction,supporting,success,1,0,,,0,,0.679,2. 0.60-0.69,Missing Information,1,2,0,4115.8,1,0,188
699,20260523,10,1,category suggestion,supporting,success,1,0,,,0,,0.89,4. 0.80-0.89,,0,,,375.7,1,0,188
700,20260525,11,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,2673.9,1,0,207
701,20260525,11,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,357.0,1,0,207
702,20260526,1,1,extraction,primary,success,1,0,,,0,,0.948,5. >= 0.90,Complete,0,0,0,1118.8,1,0,208
703,20260526,1,1,category suggestion,primary,success,1,0,,,0,,0.95,5. >= 0.90,,0,,,271.7,1,0,208
704,20260526,5,1,extraction,primary,success,1,0,,,0,,0.844,4. 0.80-0.89,Needs Review,1,0,1,1078.7,1,0,209
705,20260526,5,1,category suggestion,primary,success,1,0,,,0,,0.4,1. < 0.60,,0,,,254.0,1,0,209
706,20260526,1,1,extraction,primary,success,1,0,,,0,,0.942,5. >= 0.90,Complete,0,0,0,749.0,1,0,210
